evidence_id,batch_id,input_symbol,input_company_name,claim_type,claim_summary,source_title,source_type,source_date,source_url_or_reference,page_or_section,verbatim_excerpt_short,confidence
APOLLOTYRE-NSE-FINANCIALS,nifty_500_shariah,APOLLOTYRE,Apollo Tyres Ltd.,financial_results,NSE returned 5 recent financial-result records for APOLLOTYRE.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=APOLLOTYRE&marketApiType=equities&noOfRecords=5,financial results,,0.9
APOLLOTYRE-ANNUAL-REPORT,nifty_500_shariah,APOLLOTYRE,Apollo Tyres Ltd.,annual_report,Latest annual report discovered for APOLLOTYRE: FY 2024-2025.,APOLLOTYRE annual report,annual_report,08-JUL-2025 15:15:31,https://nsearchives.nseindia.com/annual_reports/AR_26787_APOLLOTYRE_2024_2025_A_08072025151529.pdf,NSE annual report listing,,0.9
APOLLOTYRE-CURATED-BUSINESS,nifty_500_shariah,APOLLOTYRE,Apollo Tyres Ltd.,business_model,"Apollo Tyres Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Automobile and Auto Components / Auto Components / Tyres & Rubber Products. The profile maps the company into a auto_oem_or_component_manufacturer value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","APOLLOTYRE annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26787_APOLLOTYRE_2024_2025_A_08072025151529.pdf,business review / management discussion / NSE secInfo,,0.68
APOLLOTYRE-CURATED-DEPENDENCIES,nifty_500_shariah,APOLLOTYRE,Apollo Tyres Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",APOLLOTYRE official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26787_APOLLOTYRE_2024_2025_A_08072025151529.pdf,source inventory / risk factors / value-chain mapping,,0.62
ARE&M-NSE-CLASSIFICATION,nifty_500_shariah,ARE&M,Amara Raja Energy & Mobility Ltd.,industry_classification,"NSE classifies ARE&M as macro=Consumer Discretionary, sector=Automobile and Auto Components, industry=Auto Components, basicIndustry=Auto Components & Equipments.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ARE%26M,secInfo,,0.9
ARE&M-NSE-FINANCIALS,nifty_500_shariah,ARE&M,Amara Raja Energy & Mobility Ltd.,financial_results,NSE returned 5 recent financial-result records for ARE&M.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ARE%26M&marketApiType=equities&noOfRecords=5,financial results,,0.9
ARE&M-ANNUAL-REPORT,nifty_500_shariah,ARE&M,Amara Raja Energy & Mobility Ltd.,annual_report,Latest annual report discovered for ARE&M: FY 2024-2025.,ARE&M annual report,annual_report,21-JUL-2025 18:09:33,https://nsearchives.nseindia.com/annual_reports/AR_27048_ARE&M_2024_2025_A_21072025180931.pdf,NSE annual report listing,,0.9
ARE&M-CURATED-BUSINESS,nifty_500_shariah,ARE&M,Amara Raja Energy & Mobility Ltd.,business_model,"Amara Raja Energy & Mobility Limited is an NSE-listed company classified by NSE as Consumer Discretionary / Automobile and Auto Components / Auto Components / Auto Components & Equipments. The profile maps the company into a auto_oem_or_component_manufacturer value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ARE&M annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27048_ARE&M_2024_2025_A_21072025180931.pdf,business review / management discussion / NSE secInfo,,0.68
ARE&M-CURATED-DEPENDENCIES,nifty_500_shariah,ARE&M,Amara Raja Energy & Mobility Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ARE&M official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27048_ARE&M_2024_2025_A_21072025180931.pdf,source inventory / risk factors / value-chain mapping,,0.62
ASIANPAINT-NSE-CLASSIFICATION,nifty_50_shariah,ASIANPAINT,ASIAN PAINTS LTD.,industry_classification,"NSE classifies ASIANPAINT as macro=Consumer Discretionary, sector=Consumer Durables, industry=Consumer Durables, basicIndustry=Paints.",NSE quote API,exchange_api,2026-05-26,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ASIANPAINT,secInfo,,0.9
ASIANPAINT-NSE-FINANCIALS,nifty_50_shariah,ASIANPAINT,ASIAN PAINTS LTD.,financial_results,NSE returned 5 recent financial-result records for ASIANPAINT.,NSE financial results API,exchange_api,2026-05-26,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ASIANPAINT&marketApiType=equities&noOfRecords=5,financial results,,0.9
ASIANPAINT-ANNUAL-REPORT,nifty_50_shariah,ASIANPAINT,ASIAN PAINTS LTD.,annual_report,Latest annual report discovered for ASIANPAINT: FY 2024-2025.,ASIANPAINT annual report,annual_report,03-JUN-2025 22:48:20,https://nsearchives.nseindia.com/annual_reports/AR_26496_ASIANPAINT_2024_2025_A_03062025224818.pdf,NSE annual report listing,,0.9
ASIANPAINT-CURATED-BUSINESS,nifty_50_shariah,ASIANPAINT,ASIAN PAINTS LTD.,business_model,"Decorative and industrial coatings company with adjacent home decor, waterproofing and services offerings. Demand is largely B2C-through-dealers and project/contractor-led, linked to housing, repainting, real estate activity and input-cost cycles in crude-derived chemicals and packaging.",ASIANPAINT annual report and v2 agent curation,annual_report_and_web_research,2026-05-26,https://nsearchives.nseindia.com/annual_reports/AR_26496_ASIANPAINT_2024_2025_A_03062025224818.pdf,business review / management discussion,,0.78
ASIANPAINT-CURATED-DEPENDENCIES,nifty_50_shariah,ASIANPAINT,ASIAN PAINTS LTD.,dependency_mapping,"Upstream, downstream, cost-driver and revenue-driver mappings were curated from annual-report business descriptions and sector value-chain logic.",ASIANPAINT annual report and NSE v2 data,annual_report_and_exchange_api,2026-05-26,https://nsearchives.nseindia.com/annual_reports/AR_26496_ASIANPAINT_2024_2025_A_03062025224818.pdf,business review / risk factors / financial results,,0.72
ASTERDM-NSE-CLASSIFICATION,nifty_500_shariah,ASTERDM,Aster DM Healthcare Ltd.,industry_classification,"NSE classifies ASTERDM as macro=Healthcare, sector=Healthcare, industry=Healthcare Services, basicIndustry=Hospital.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ASTERDM,secInfo,,0.9
ASTERDM-NSE-FINANCIALS,nifty_500_shariah,ASTERDM,Aster DM Healthcare Ltd.,financial_results,NSE returned 5 recent financial-result records for ASTERDM.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ASTERDM&marketApiType=equities&noOfRecords=5,financial results,,0.9
ASTERDM-ANNUAL-REPORT,nifty_500_shariah,ASTERDM,Aster DM Healthcare Ltd.,annual_report,Latest annual report discovered for ASTERDM: FY 2024-2025.,ASTERDM annual report,annual_report,12-AUG-2025 00:14:01,https://nsearchives.nseindia.com/annual_reports/AR_27383_ASTERDM_2024_2025_A_12082025001358.pdf,NSE annual report listing,,0.9
ASTERDM-CURATED-BUSINESS,nifty_500_shariah,ASTERDM,Aster DM Healthcare Ltd.,business_model,"Aster DM Healthcare Limited is an NSE-listed company classified by NSE as Healthcare / Healthcare / Healthcare Services / Hospital. The profile maps the company into a regulated_healthcare_manufacturer_or_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ASTERDM annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27383_ASTERDM_2024_2025_A_12082025001358.pdf,business review / management discussion / NSE secInfo,,0.68
ASTERDM-CURATED-DEPENDENCIES,nifty_500_shariah,ASTERDM,Aster DM Healthcare Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ASTERDM official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27383_ASTERDM_2024_2025_A_12082025001358.pdf,source inventory / risk factors / value-chain mapping,,0.62
ASTRAL-NSE-CLASSIFICATION,nifty_500_shariah,ASTRAL,Astral Ltd.,industry_classification,"NSE classifies ASTRAL as macro=Industrials, sector=Capital Goods, industry=Industrial Products, basicIndustry=Plastic Products - Industrial.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ASTRAL,secInfo,,0.9
ASTRAL-NSE-FINANCIALS,nifty_500_shariah,ASTRAL,Astral Ltd.,financial_results,NSE returned 5 recent financial-result records for ASTRAL.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ASTRAL&marketApiType=equities&noOfRecords=5,financial results,,0.9
ASTRAL-ANNUAL-REPORT,nifty_500_shariah,ASTRAL,Astral Ltd.,annual_report,Latest annual report discovered for ASTRAL: FY 2024-2025.,ASTRAL annual report,annual_report,02-AUG-2025 14:23:19,https://nsearchives.nseindia.com/annual_reports/AR_27248_ASTRAL_2024_2025_A_02082025142317.pdf,NSE annual report listing,,0.9
ASTRAL-CURATED-BUSINESS,nifty_500_shariah,ASTRAL,Astral Ltd.,business_model,"Astral Limited is an NSE-listed company classified by NSE as Industrials / Capital Goods / Industrial Products / Plastic Products - Industrial. The profile maps the company into a capital_goods_or_project_supplier value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ASTRAL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27248_ASTRAL_2024_2025_A_02082025142317.pdf,business review / management discussion / NSE secInfo,,0.68
ASTRAL-CURATED-DEPENDENCIES,nifty_500_shariah,ASTRAL,Astral Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ASTRAL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_27248_ASTRAL_2024_2025_A_02082025142317.pdf,source inventory / risk factors / value-chain mapping,,0.62
ATGL-NSE-CLASSIFICATION,nifty_500_shariah,ATGL,Adani Total Gas Ltd.,industry_classification,"NSE classifies ATGL as macro=Energy, sector=Oil Gas & Consumable Fuels, industry=Gas, basicIndustry=LPG/CNG/PNG/LNG Supplier.",NSE quote API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ATGL,secInfo,,0.9
ATGL-NSE-FINANCIALS,nifty_500_shariah,ATGL,Adani Total Gas Ltd.,financial_results,NSE returned 5 recent financial-result records for ATGL.,NSE financial results API,exchange_api,2026-05-27,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ATGL&marketApiType=equities&noOfRecords=5,financial results,,0.9
ATGL-ANNUAL-REPORT,nifty_500_shariah,ATGL,Adani Total Gas Ltd.,annual_report,Latest annual report discovered for ATGL: FY 2024-2025.,ATGL annual report,annual_report,30-MAY-2025 23:23:07,https://nsearchives.nseindia.com/annual_reports/AR_26469_ATGL_2024_2025_A_30052025232305.pdf,NSE annual report listing,,0.9
ATGL-CURATED-BUSINESS,nifty_500_shariah,ATGL,Adani Total Gas Ltd.,business_model,"Adani Total Gas Limited is an NSE-listed company classified by NSE as Energy / Oil Gas & Consumable Fuels / Gas / LPG/CNG/PNG/LNG Supplier. The profile maps the company into a regulated_energy_or_utility_provider value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ATGL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26469_ATGL_2024_2025_A_30052025232305.pdf,business review / management discussion / NSE secInfo,,0.68
ATGL-CURATED-DEPENDENCIES,nifty_500_shariah,ATGL,Adani Total Gas Ltd.,dependency_mapping,"Upstream, downstream, cost-driver and peer mappings are hypotheses curated from NSE classification, annual-report source inventory and sector value-chain logic.",ATGL official NSE filings and v2 dependency curation,annual_report_and_exchange_api,2026-05-27,https://nsearchives.nseindia.com/annual_reports/AR_26469_ATGL_2024_2025_A_30052025232305.pdf,source inventory / risk factors / value-chain mapping,,0.62
ATUL-NSE-CLASSIFICATION,ind_nifty500,ATUL,Atul Ltd.,industry_classification,"NSE classifies ATUL as macro=Commodities, sector=Chemicals, industry=Chemicals & Petrochemicals, basicIndustry=Specialty Chemicals.",NSE quote API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getSymbolData&marketType=N&series=EQ&symbol=ATUL,secInfo,,0.9
ATUL-NSE-FINANCIALS,ind_nifty500,ATUL,Atul Ltd.,financial_results,NSE returned 5 recent financial-result records for ATUL.,NSE financial results API,exchange_api,2026-06-18,https://www.nseindia.com/api/NextApi/apiClient/GetQuoteApi?functionName=getFinancialResultData&symbol=ATUL&marketApiType=equities&noOfRecords=5,financial results,,0.9
ATUL-ANNUAL-REPORT,ind_nifty500,ATUL,Atul Ltd.,annual_report,Latest annual report discovered for ATUL: FY 2024-2025.,ATUL annual report,annual_report,01-JUL-2025 20:25:17,https://nsearchives.nseindia.com/annual_reports/AR_26671_ATUL_2024_2025_A_01072025202516.pdf,NSE annual report listing,,0.9
ATUL-CURATED-BUSINESS,ind_nifty500,ATUL,Atul Ltd.,business_model,"Atul Limited is an NSE-listed company classified by NSE as Commodities / Chemicals / Chemicals & Petrochemicals / Specialty Chemicals. The profile maps the company into a midstream_chemical_manufacturer value-chain role using official NSE quote, financial-result and annual-report records; segment economics are left null where they were not cleanly available from the extracted source data.","ATUL annual report, NSE quote classification and v2 curation",annual_report_and_exchange_api,2026-06-18,https://nsearchives.nseindia.com/annual_reports/AR_26671_ATUL_2024_2025_A_01072025202516.pdf,business review / management discussion / NSE secInfo,,0.68
